Provider Id,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description
30123,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,AZ - Phoenix
30126,515 NORTH MESA DRIVE,MESA,AZ,85201,AZ - Mesa
30128,3801 SANTA ROSA DRIVE,KINGMAN,AZ,86401,AZ - Phoenix
30131,750 NORTH 40TH STREET,PHOENIX,AZ,85008,AZ - Phoenix
40001,205 EAST JEFFERSON STREET,SILOAM SPRINGS,AR,72761,AR - Springdale
40002,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,AR - Little Rock
40004,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703,AR - Springdale
40007,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,AR - Little Rock
40010,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,AR - Springdale
40011,HIGHWAY 10 AT DETROIT STREET,DANVILLE,AR,72833,AR - Little Rock
40014,3214 EAST RACE AVENUE,SEARCY,AR,72143,AR - Little Rock
40015,311 NORTH MORROW STREET,MENA,AR,71953,AR - Fort Smith
40016,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,AR - Little Rock
40017,620 NORTH MAIN STREET,HARRISON,AR,72601,AR - Springdale
40018,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,AR - Fort Smith
40019,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335,TN - Memphis
40020,225 E JACKSON,JONESBORO,AR,72401,AR - Jonesboro
40022,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,AR - Springdale
40026,300 WERNER STREET,HOT SPRINGS,AR,71903,AR - Little Rock
40027,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,MO - Springfield
40029,2302 COLLEGE AVENUE,CONWAY,AR,72034,AR - Little Rock
40036,3333 SPRINGHILL DRIVE,NORTH LITTLE RO,AR,72117,AR - Little Rock
40039,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,AR - Jonesboro
40041,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,AR - Little Rock
40042,200 TYLER,WEST MEMPHIS,AR,72301,TN - Memphis
40047,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,AR - Jonesboro
40050,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,AR - Little Rock
40051,778 SCOGIN DRIVE,MONTICELLO,AR,71655,AR - Little Rock
40055,1001 TOWSON AVENUE,FORT SMITH,AR,72901,AR - Fort Smith
40062,7301 ROGERS AVE,FORT SMITH,AR,72917,AR - Fort Smith
40067,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,AR - Little Rock
40069,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,TN - Memphis
40071,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,AR - Little Rock
40072,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,AR - Little Rock
40074,1400 BRADEN STREET,JACKSONVILLE,AR,72076,AR - Little Rock
40076,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,AR - Little Rock
40078,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,AR - Little Rock
40080,1205 MCLAIN STREET,NEWPORT,AR,72112,AR - Little Rock
40084,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,AR - Little Rock
40085,1801 MARTIN LUTHER KING DRIVE,HELENA,AR,72342,TN - Memphis
40088,700 WEST GROVE STREET,EL DORADO,AR,71731,AR - Little Rock
40091,2001 SOUTH MAIN STREET,HOPE,AR,71801,AR - Texarkana
40114,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,AR - Little Rock
40118,3024 STADIUM BOULEVARD,JONESBORO,AR,72401,AR - Jonesboro
40119,1710 HARRISON STREET,BATESVILLE,AR,72503,AR - Little Rock
40134,1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,AR - Little Rock
40137,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,AR - Little Rock
40147,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118,AR - Little Rock
40152,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,AR - Springdale
50002,27200 CALAROGA AVE,HAYWARD,CA,94545,CA - Alameda County
50006,2700 DOLBEER ST,EUREKA,CA,95501,CA - Redding
50007,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,CA - San Mateo County
50008,45 CASTRO STREET,SAN FRANCISCO,CA,94114,CA - San Francisco
50009,1000 TRANCAS ST,NAPA,CA,94558,CA - Napa
50013,10 WOODLAND ROAD,SAINT HELENA,CA,94574,CA - Napa
50014,200 MISSION BLVD,JACKSON,CA,95642,CA - Sacramento
50016,345 S HALCYON RD,ARROYO GRANDE,CA,93420,CA - San Luis Obispo
50017,4001 J ST,SACRAMENTO,CA,95819,CA - Sacramento
50018,531 W COLLEGE ST,LOS ANGELES,CA,90012,CA - Los Angeles
50022,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,CA - San Bernardino
50024,2400 EAST FOURTH STREET,NATIONAL CITY,CA,91950,CA - San Diego
50025,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,CA - San Diego
50026,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,CA - San Diego
50028,3800 JANES RD,ARCATA,CA,95521,CA - Redding
50030,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,CA - Chico
50036,420 34TH ST BOX 1888,BAKERSFIELD,CA,93301,CA - Bakersfield
50038,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,CA - San Jose
50039,1531 ESPLANADE,CHICO,CA,95926,CA - Chico
50040,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,CA - Los Angeles
50042,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,CA - Chico
50043,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,CA - Alameda County
50045,1415 ROSS AVENUE,EL CENTRO,CA,92243,CA - San Diego
50046,1306 MARICOPA HWY,OJAI,CA,93023,CA - Ventura
50047,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,CA - San Francisco
50054,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,CA - San Bernardino
50055,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,CA - San Francisco
50056,1600 W AVE J,LANCASTER,CA,93534,CA - Los Angeles
50057,400 W MINERAL KING AVE,VISALIA,CA,93291,CA - Bakersfield
50058,1420 S CENTRAL AVE,GLENDALE,CA,91204,CA - Los Angeles
50060,2823 FRESNO STREET,FRESNO,CA,93715,CA - Fresno
50063,1300 N VERMONT AVE,LOS ANGELES,CA,90028,CA - Los Angeles
50067,350 S OAK AVE,OAKDALE,CA,95361,CA - Modesto
50069,1100 WEST STEWART DR,ORANGE,CA,92868,CA - Orange County
50070,1200 EL CAMINO REAL,SOUTH SAN FRANC,CA,94080,CA - San Mateo County
50071,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,CA - San Jose
50072,1425 S MAIN ST,WALNUT CREEK,CA,94596,CA - Contra Costa County
50073,975 SERENO DR,VALLEJO,CA,94589,CA - San Francisco
50075,280 W MAC ARTHUR BLVD,OAKLAND,CA,94611,CA - Alameda County
50076,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,CA - San Francisco
50077,4077 5TH AVE,SAN DIEGO,CA,92103,CA - San Diego
50078,1300 W 7TH ST,SAN PEDRO,CA,90732,CA - Los Angeles
50079,2000 VALE RD,SAN PABLO,CA,94806,CA - San Francisco
50082,1600 N ROSE AVE,OXNARD,CA,93030,CA - Ventura
50084,1800 N CALIFORNIA ST,STOCKTON,CA,95204,CA - Stockton
50089,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,CA - San Bernardino
50090,347 ANDRIEUX ST,SONOMA,CA,95476,CA - Santa Rosa
50091,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,CA - Los Angeles
50093,1303 E HERNDON AVE,FRESNO,CA,93710,CA - Fresno
50096,725 S ORANGE AVE,WEST COVINA,CA,91790,CA - Los Angeles
50099,999 SAN BERNARDINO RD,UPLAND,CA,91786,CA - San Bernardino
50100,7901 FROST ST,SAN DIEGO,CA,92123,CA - San Diego
50101,300 HOSPITAL DR,VALLEJO,CA,94589,CA - San Francisco
50102,3865 JACKSON STREET,RIVERSIDE,CA,92503,CA - San Bernardino
50103,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,CA - Los Angeles
50104,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,CA - Los Angeles
50107,1400 E CHURCH ST,SANTA MARIA,CA,93454,CA - Santa Barbara
50108,2801 L STREET,SACRAMENTO,CA,95816,CA - Sacramento
50110,1515 E OCEAN AVENUE,LOMPOC,CA,93436,CA - Santa Barbara
50111,235 N HOOVER ST,LOS ANGELES,CA,90004,CA - Los Angeles
50112,1250 16TH STREET,SANTA MONICA,CA,90404,CA - Los Angeles
50115,555 E VALLEY PARKWAY,ESCONDIDO,CA,92025,CA - San Diego
50116,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,CA - Los Angeles
50118,1205 E NORTH ST,MANTECA,CA,95336,CA - Stockton
50121,115 MALL DRIVE,HANFORD,CA,93230,CA - Fresno
50122,525 WEST ACACIA STREET,STOCKTON,CA,95203,CA - Stockton
50124,1812 VERDUGO BLVD,GLENDALE,CA,91209,CA - Los Angeles
50125,225 N JACKSON AVENUE,SAN JOSE,CA,95116,CA - San Jose
50126,15107 VANOWEN ST,VAN NUYS,CA,91406,CA - Los Angeles
50127,1325 COTTONWOOD STREET,WOODLAND,CA,95695,CA - Sacramento
50128,4002 VISTA WAY,OCEANSIDE,CA,92056,CA - San Diego
50129,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,CA - San Bernardino
50131,180 ROWLAND WAY,NOVATO,CA,94945,CA - San Francisco
50132,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,CA - Los Angeles
50133,726 4TH ST,MARYSVILLE,CA,95901,CA - Sacramento
50135,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,CA - Los Angeles
50136,400 N MCDOWELL BLVD,PETALUMA,CA,94954,CA - Santa Rosa
50137,13652 CANTARA ST,PANORAMA CITY,CA,91402,CA - Los Angeles
50138,4867 SUNSET BLVD,LOS ANGELES,CA,90027,CA - Los Angeles
50139,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,CA - Los Angeles
50140,9961 SIERRA AVE,FONTANA,CA,92335,CA - San Bernardino
50145,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,CA - Salinas
50149,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,CA - Los Angeles
50150,155 GLASSON WAY,GRASS VALLEY,CA,95945,CA - Sacramento
50152,900 HYDE ST,SAN FRANCISCO,CA,94109,CA - San Francisco
50153,2105 FOREST AVENUE,SAN JOSE,CA,95128,CA - San Jose
50158,16237 VENTURA BLVD,ENCINO,CA,91436,CA - Los Angeles
50159,3291 LOMA VISTA RD,VENTURA,CA,93003,CA - Ventura
50167,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,CA - Stockton
50168,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,CA - Orange County
50169,12401 E WASHINGTON BLVD,WHITTIER,CA,90602,CA - Los Angeles
50174,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,CA - Santa Rosa
50179,825 DELBON AVE,TURLOCK,CA,95382,CA - Modesto
50180,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CA - Contra Costa County
50189,300 CANAL STREET,KING CITY,CA,93930,CA - Salinas
50191,1050 LINDEN AVE,LONG BEACH,CA,90813,CA - Los Angeles
50192,372 W CYPRESS AVE,REEDLEY,CA,93654,CA - Fresno
50194,75 NIELSON STREET,WATSONVILLE,CA,95076,CA - Santa Cruz
50195,2000 MOWRY AVE,FREMONT,CA,94538,CA - Alameda County
50197,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,CA - San Mateo County
50204,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,CA - Los Angeles
50205,150 WEST ROUTE 66,GLENDORA,CA,91740,CA - Los Angeles
50211,2070 CLINTON AVE,ALAMEDA,CA,94501,CA - Alameda County
50219,13100 STUDEBAKER RD,NORWALK,CA,90650,CA - Los Angeles
50222,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,CA - San Diego
50224,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,CA - Orange County
50225,5974 PENTZ ROAD,PARADISE,CA,95969,CA - Chico
50226,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,CA - Orange County
50228,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,CA - San Francisco
50230,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,CA - Orange County
50231,1798 N GAREY AVE,POMONA,CA,91767,CA - Los Angeles
50232,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,CA - San Luis Obispo
50234,250 PROSPECT PLACE,CORONADO,CA,92118,CA - San Diego
50235,501 SOUTH BUENA VISTA,BURBANK,CA,91505,CA - Los Angeles
50236,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,CA - Ventura
50238,300 W HUNTINGTON DR,ARCADIA,CA,91006,CA - Los Angeles
50239,1509 E WILSON TERRACE,GLENDALE,CA,91206,CA - Los Angeles
50242,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,CA - Santa Cruz
50243,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,CA - Palm Springs/Rancho M
50245,400 NORTH PEPPER AVENUE,COLTON,CA,92324,CA - San Bernardino
50248,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,CA - Salinas
50254,1100 MARSHALL WAY,PLACERVILLE,CA,95667,CA - Sacramento
50257,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,CA - Bakersfield
50261,465 W PUTNAM AVE,PORTERVILLE,CA,93257,CA - Bakersfield
50262,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,CA - Los Angeles
50264,13855 E 14TH STREET,SAN LEANDRO,CA,94578,CA - Alameda County
50272,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino
50276,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County
50277,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles
50278,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles
50279,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,CA - Palm Springs/Rancho M
50280,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,CA - Redding
50281,100 S RAYMOND AVE,ALHAMBRA,CA,91801,CA - Los Angeles
50283,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,CA - Alameda County
50289,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,CA - San Mateo County
50290,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,CA - Los Angeles
50291,3325 CHANATE RD,SANTA ROSA,CA,95404,CA - Santa Rosa
50292,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,CA - San Bernardino
50295,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,CA - Bakersfield
50296,911 SUNSET DRIVE,HOLLISTER,CA,95023,CA - San Jose
50298,555 SOUTH SEVENTH AVENUE,BARSTOW,CA,92311,CA - San Bernardino
50300,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,CA - San Bernardino
50301,275 HOSPITAL DRIVE,UKIAH,CA,95482,CA - Napa
50305,2450 ASHBY AVE,BERKELEY,CA,94705,CA - Alameda County
50308,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,CA - San Jose
50309,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,CA - Sacramento
50313,1420 N TRACY BLVD,TRACY,CA,95376,CA - Stockton
50315,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,CA - Bakersfield
50320,1411 E 31ST ST,OAKLAND,CA,94602,CA - Alameda County
50324,9888 GENESEE AVENUE,LA JOLLA,CA,92037,CA - San Diego
50327,11234 ANDERSON ST,LOMA LINDA,CA,92354,CA - San Bernardino
50329,800 SOUTH MAIN STREET,CORONA,CA,92882,CA - Orange County
50334,450 EAST ROMIE LANE,SALINAS,CA,93901,CA - Salinas
50335,1000 GREENLEY ROAD,SONORA,CA,95370,CA - Modesto
50336,975 S FAIRMONT AVENUE,LODI,CA,95240,CA - Sacramento
50342,207 WEST LEGION ROAD,BRAWLEY,CA,92227,CA - San Diego
50348,101 CITY DRIVE SOUTH,ORANGE,CA,92868,CA - Orange County
50350,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,CA - Los Angeles
50351,3330 LOMITA BLVD,TORRANCE,CA,90509,CA - Los Angeles
50352,2170 SOUTH AVENUE,SOUTH LAKE TAHO,CA,96158,CA - Sacramento
50353,4101 TORRANCE BLVD,TORRANCE,CA,90503,CA - Los Angeles
50357,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,CA - Santa Barbara
50359,869 CHERRY AVENUE,TULARE,CA,93274,CA - Bakersfield
50360,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,CA - San Francisco
50367,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,CA - Contra Costa County
50373,1200 N STATE ST,LOS ANGELES,CA,90033,CA - Los Angeles
50376,1000 W CARSON ST,TORRANCE,CA,90509,CA - Los Angeles
50378,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,CA - Los Angeles
50380,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,CA - San Jose
50382,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,CA - Los Angeles
50385,501 PETALUMA AVE,SEBASTOPOL,CA,95472,CA - Santa Rosa
50390,1117 EAST DEVONSHIRE,HEMET,CA,92543,CA - San Bernardino
50393,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,CA - Los Angeles
50394,147 N BRENT ST,VENTURA,CA,93003,CA - Ventura
50396,400 WEST PUEBLO,SANTA BARBARA,CA,93102,CA - Santa Barbara
50397,1191 PHELPS AVENUE,COALINGA,CA,93210,CA - Fresno
50407,845 JACKSON ST,SAN FRANCISCO,CA,94133,CA - San Francisco
50411,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,CA - Los Angeles
50414,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,CA - Sacramento
50417,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,OR - Medford
50423,250 NORTH FIRST STREET,BLYTHE,CA,92225,AZ - Phoenix
50424,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,CA - San Diego
50425,2025 MORSE AVENUE,SACRAMENTO,CA,95825,CA - Sacramento
50426,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,CA - Orange County
50434,199 EAST WEBSTER ST,COLUSA,CA,95932,CA - Sacramento
50435,624 E ELDER ST,FALLBROOK,CA,92028,CA - San Diego
50438,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,CA - Los Angeles
50441,300 PASTEUR DRIVE,STANFORD,CA,94305,CA - San Mateo County
50444,333 MERCY AVENUE,MERCED,CA,95340,CA - Modesto
50448,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,CA - San Bernardino
50454,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,CA - San Francisco
50455,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,CA - Bakersfield
50457,450 STANYAN ST,SAN FRANCISCO,CA,94117,CA - San Francisco
50464,1441 FLORIDA AVENUE,MODESTO,CA,95350,CA - Modesto
50468,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,CA - Los Angeles
50471,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,CA - Los Angeles
50481,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,CA - Los Angeles
50485,2801 ATLANTIC AVE,LONG BEACH,CA,90806,CA - Los Angeles
50488,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,CA - Alameda County
50492,2755 HERNDON AVE,CLOVIS,CA,93611,CA - Fresno
50496,2540 EAST ST,CONCORD,CA,94520,CA - Contra Costa County
50498,11815 EDUCATION STREET,AUBURN,CA,95603,CA - Sacramento
50502,2131 W 3RD ST,LOS ANGELES,CA,90057,CA - Los Angeles
50503,354 SANTA FE DRIVE,ENCINITAS,CA,92024,CA - San Diego
50506,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,CA - San Luis Obispo
50510,99 MONTECILLO RD,SAN RAFAEL,CA,94903,CA - San Francisco
50512,27400 HESPERIAN BLVD,HAYWARD,CA,94545,CA - Alameda County
50515,4647 ZION AVE,SAN DIEGO,CA,92120,CA - San Diego
50516,6501 COYLE AVE,CARMICHAEL,CA,95608,CA - Sacramento
50517,15248 11TH ST,VICTORVILLE,CA,92392,CA - San Bernardino
50523,3901 LONE TREE WAY,ANTIOCH,CA,94509,CA - Contra Costa County
50526,17772 BEACH BLVD,HUNTINGTON BEAC,CA,92647,CA - Orange County
50528,520 WEST I ST,LOS BANOS,CA,93635,CA - Modesto
50531,9542 E ARTESIA BLVD,BELLFLOWER,CA,90706,CA - Los Angeles
50534,47-111 MONROE STREET,INDIO,CA,92201,CA - San Diego
50537,2000 SUTTER PLACE,DAVIS,CA,95616,CA - Sacramento
50541,1150 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,CA - San Mateo County
50543,301 VICTORIA STREET,COSTA MESA,CA,92627,CA - Orange County
50546,26501 AVENUE 140,PORTERVILLE,CA,93257,CA - Bakersfield
50547,P O BOX 1493,ELDRIDGE,CA,95431,CA - Santa Rosa
50548,2501 HARBOR BOULEVARD,COSTA MESA,CA,92626,CA - Orange County
50549,215 W JANSS RD,THOUSAND OAKS,CA,91360,CA - Ventura
50551,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,CA - Orange County
50557,1700 COFFEE RD,MODESTO,CA,95355,CA - Modesto
50561,6041 CADILLAC AVE,LOS ANGELES,CA,90034,CA - Los Angeles
50567,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,CA - Orange County
50568,1250 E ALMOND AVE,MADERA,CA,93637,CA - Fresno
50570,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,CA - Orange County
50573,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,CA - Palm Springs/Rancho M
50575,21530 S PIONEER BLVD,HAWAIIAN GARDEN,CA,90716,CA - Los Angeles
50580,7901 WALKER STREET,LA PALMA,CA,90623,CA - Orange County
50581,3700 E SOUTH ST,LAKEWOOD,CA,90712,CA - Los Angeles
50586,5451 WALNUT AVE,CHINO,CA,91710,CA - San Bernardino
50588,1350 W COVINA BLVD,SAN DIMAS,CA,91773,CA - Los Angeles
50589,1301 N ROSE DRIVE,PLACENTIA,CA,92870,CA - Orange County
50590,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,CA - Sacramento
50597,250 S GRAND AVE,GLENDORA,CA,91740,CA - Los Angeles
50599,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,CA - Sacramento
50603,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,CA - Orange County
50604,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,CA - San Jose
50608,1401 GARCES HIGHWAY,DELANO,CA,93215,CA - Bakersfield
50609,441 N LAKEVIEW AVENUE,ANAHEIM,CA,92807,CA - Orange County
50616,2309 ANTONIO AVE,CAMARILLO,CA,93010,CA - Ventura
50618,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,CA - San Bernardino
50624,23845  MCBEAN PKWY,VALENCIA,CA,91355,CA - Los Angeles
50625,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,CA - Los Angeles
50633,1100 LAS TABLAS RD,TEMPLETON,CA,93465,CA - San Luis Obispo
50636,15615 POMERADO ROAD,POWAY,CA,92064,CA - San Diego
50641,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,CA - Los Angeles
50644,2231 S WESTERN AVE,LOS ANGELES,CA,90018,CA - Los Angeles
50663,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,CA - Los Angeles
50668,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,CA - San Francisco
50674,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,CA - Sacramento
50677,5601 DE SOTO,WOODLAND HILLS,CA,91367,CA - Los Angeles
50678,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,CA - Orange County
50680,1000 NUT TREE ROAD,VACAVILLE,CA,95688,CA - Contra Costa County
50684,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,CA - San Bernardino
50686,10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,CA - San Bernardino
50688,9400 NO NAME UNO,GILROY,CA,95020,CA - San Jose
50689,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CA - Contra Costa County
50690,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,CA - Santa Rosa
50696,1500 SAN PABLO ST,LOS ANGELES,CA,90033,CA - Los Angeles
50697,2900 EUREKA WAY,REDDING,CA,96001,CA - Redding
50701,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,CA - San Diego
50704,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,CA - Los Angeles
50708,6125 NORTH FRESNO ST,FRESNO,CA,93710,CA - Fresno
50709,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,CA - San Bernardino
50714,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,CA - Santa Cruz
50717,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,CA - Los Angeles
50723,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,CA - Los Angeles
50724,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,CA - Bakersfield
50726,1421 OAKDALE ROAD,MODESTO,CA,95355,CA - Modesto
50727,1720 TERMINO AVENUE,LONG BEACH,CA,90804,CA - Los Angeles
50732,15 EAST AUDUBON DRIVE,FRESNO,CA,93720,CA - Fresno
50735,9080 COLIMA RD,WHITTIER,CA,90605,CA - Los Angeles
50736,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,CA - Los Angeles
50737,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,CA - Los Angeles
50738,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,CA - Los Angeles
50739,555 EAST HARDY STREET,INGLEWOOD,CA,90301,CA - Los Angeles
50740,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,CA - Los Angeles
50742,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,CA - Los Angeles
50744,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,CA - Orange County
50745,2601 E CHAPMAN AVE,ORANGE,CA,92869,CA - Orange County
50746,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,CA - Orange County
50747,2701 S BRISTOL ST,SANTA ANA,CA,92704,CA - Orange County
50748,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,CA - Stockton
50752,3828 DELMAS TERRACE,CULVER CITY,CA,90231,CA - Los Angeles
50755,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,CA - Los Angeles
50757,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,CA - San Diego
50758,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,CA - Los Angeles
50760,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CA - Contra Costa County
50761,18321 CLARK STREET,TARZANA,CA,91356,CA - Los Angeles
